100073at32523	1415176_0:003aa1
97344at32523	1415176_0:0012b2
9751at32523	1415176_0:0015a9
97583at32523	1415176_0:000f3f
97729at32523	1415176_0:002fef
97735at32523	1415176_0:003dd0
97737at32523	1415176_0:002b26
97847at32523	1415176_0:002944
98018at32523	1415176_0:002188
98057at32523	1415176_0:0035aa
98114at32523	1415176_0:0004f7
98125at32523	1415176_0:0036fa
98143at32523	1415176_0:001549
98164at32523	1415176_0:0036bd
98191at32523	1415176_0:002927
98271at32523	1415176_0:002305
98495at32523	1415176_0:000f40
98553at32523	1415176_0:0006f4
98588at32523	1415176_0:002dc6
98614at32523	1415176_0:002ca4
98617at32523	1415176_0:002401
98722at32523	1415176_0:002b42
98815at32523	1415176_0:00144d
98972at32523	1415176_0:002d75
99023at32523	1415176_0:00184a
99102at32523	1415176_0:00282b
99127at32523	1415176_0:000045
99258at32523	1415176_0:002e57
99380at32523	1415176_0:004094
99410at32523	1415176_0:00239f
99446at32523	1415176_0:003ed4
99448at32523	1415176_0:004449
99453at32523	1415176_0:0016af
99455at32523	1415176_0:000ba3
99607at32523	1415176_0:00041a
99669at32523	1415176_0:003699
99714at32523	1415176_0:0023a7
99735at32523	1415176_0:0006a0
99739at32523	1415176_0:003b8b
99743at32523	1415176_0:002a47
99861at32523	1415176_0:0007ed
99895at32523	1415176_0:00098e
